CREDENTIAL_TITLE_REPORTED_TO_NSC	CREDENTIAL_LEVEL_CODE	CREDENTIAL_LEVEL_DESC
MASTER OF SCIENCE IN EDUCATIONAL STUDIES	M	Masters
MASTER OF SCIENCE IN EGINEERING	M	Masters
MASTER OF SCIENCE IN EGNINEERING	M	Masters
MASTER OF SCIENCE IN ELEC AND COMPUTER ENGINEERING	M	Masters
MASTER OF SCIENCE IN ELEC ENG	M	Masters
MASTER OF SCIENCE IN ELECRICAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN ELECT & COMPUTER ENGR	M	Masters
MASTER OF SCIENCE IN ELECTICAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN ELECTIRAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN ELECTRIAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN ELECTRICAL	M	Masters
MASTER OF SCIENCE IN ELECTRICAL & COMPUTER CONTROL SYSTEMS	M	Masters
MASTER OF SCIENCE IN ELECTRICAL & COMPUTER ENGINEERING	M	Masters
MASTER OF SCIENCE IN ELECTRICAL & COMPUTER ENGR	M	Masters
MASTER OF SCIENCE IN ELECTRICAL AND COMPUTER ENGINEERING	M	Masters
MASTER OF SCIENCE IN ELECTRICAL AND COMPUTER SCIENCE	M	Masters
MASTER OF SCIENCE IN ELECTRICAL AND COMPUTING ENGINEERING	M	Masters
MASTER OF SCIENCE IN ELECTRICAL ENG	M	Masters
MASTER OF SCIENCE IN ELECTRICAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN ELECTRICAL ENGINEERING & COMPU SCI	M	Masters
MASTER OF SCIENCE IN ELECTRICAL ENGINEERING (CIVIL ENGINEER)	M	Masters
MASTER OF SCIENCE IN ELECTRICAL ENGINERING	M	Masters
MASTER OF SCIENCE IN ELECTRICAL SCIENCE	M	Masters
MASTER OF SCIENCE IN ELECTRICAN ENGINEERING	M	Masters
MASTER OF SCIENCE IN ELECTRICLA ENGINEERING	M	Masters
MASTER OF SCIENCE IN ELECTRO-OPTICS	M	Masters
MASTER OF SCIENCE IN ELECTRONIC MATERIALS	M	Masters
MASTER OF SCIENCE IN ELECTRONICS & COMPUTER CONTROL	M	Masters
MASTER OF SCIENCE IN ELECTRONICS & COMPUTER CONTROL SYSTEMS	M	Masters
MASTER OF SCIENCE IN ELECTRONICS AND COMPUTER CONTROL SYSTEMS	M	Masters
MASTER OF SCIENCE IN ELEMENTARY EDUCATION	M	Masters
MASTER OF SCIENCE IN EMBEDDED SOFTWARE ENGINEERING	M	Masters
MASTER OF SCIENCE IN EMERGENCY AND DISASTER MANAGEMENT	M	Masters
MASTER OF SCIENCE IN EMPLOYEE BENEFITS LAW	M	Masters
MASTER OF SCIENCE IN ENERGY AND EARTH RESOURCES	M	Masters
MASTER OF SCIENCE IN ENERGY ENGINEERING	M	Masters
MASTER OF SCIENCE IN ENERGY RESOURCES	M	Masters
"MASTER OF SCIENCE IN ENERGY, ENVIRONMENTAL AND CHEMICAL ENGR"	M	Masters
MASTER OF SCIENCE IN ENG	M	Masters
MASTER OF SCIENCE IN ENG SCI	M	Masters
MASTER OF SCIENCE IN ENGIEERING	M	Masters
MASTER OF SCIENCE IN ENGINEERIG	M	Masters
MASTER OF SCIENCE IN ENGINEERIING	M	Masters
MASTER OF SCIENCE IN ENGINEERIN	M	Masters
MASTER OF SCIENCE IN ENGINEERINF	M	Masters
MASTER OF SCIENCE IN ENGINEERING	M	Masters
MASTER OF SCIENCE IN ENGINEERING & MANAGEMENT	M	Masters
MASTER OF SCIENCE IN ENGINEERING (AERONAUTICAL)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (BIOENGINEERING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (CHEMICAL ENGINEERING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (CIVIL ENGINEERING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (CIVIL ENGR)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (CIVIL)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ELECTRICAL ENGINEERING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENG.-INTERENGINEERING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGINEERING - CIVIL)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGINEERING - INTER)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGINEERING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGINEERING- CIVIL)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGINEERING-BIOENGR)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGINEERING-CHEMICAL)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGINEERING-CIVIL)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGINEERING-INTER ENGR)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGINEERING-INTERENGR)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGINEERING-MECHANICAL)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGR - INTER ENGR)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGR - INTER)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGR-BIOENGINEERING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGR-CHEMICAL)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGR-CIVIL ENGINEERING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGR-CIVIL)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGR-INTERENGINEERING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGR-INTERENGR)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (ENGR-MECHANICAL)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (INTER ENGR)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (INTER)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (INTER-ENGINEERING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (INTERENGINEERING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (MANUFACTURING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (MECHANICAL ENGINEERING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (MECHANICAL)	M	Masters
MASTER OF SCIENCE IN ENGINEERING (NUCLEAR)	M	Masters
MASTER OF SCIENCE IN ENGINEERING ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN ENGINEERING AND POLICY	M	Masters
MASTER OF SCIENCE IN ENGINEERING AND TECHNOLOGY MANAGEMENT	M	Masters
MASTER OF SCIENCE IN ENGINEERING INTER ENGR	M	Masters
MASTER OF SCIENCE IN ENGINEERING MANAGAEMENT	M	Masters
MASTER OF SCIENCE IN ENGINEERING MANAGEMENT	M	Masters
MASTER OF SCIENCE IN ENGINEERING MANAGMENT	M	Masters
MASTER OF SCIENCE IN ENGINEERING MECHANICS	M	Masters
MASTER OF SCIENCE IN ENGINEERING OF MINES	M	Masters
MASTER OF SCIENCE IN ENGINEERING PHYSICS	M	Masters
MASTER OF SCIENCE IN ENGINEERING SC	M	Masters
MASTER OF SCIENCE IN ENGINEERING SCIENCE	M	Masters
MASTER OF SCIENCE IN ENGINEERING SCIENCE & MECHANICS	M	Masters
MASTER OF SCIENCE IN ENGINEERING SCIENCE.	M	Masters
MASTER OF SCIENCE IN ENGINEERING SCIENCES	M	Masters
MASTER OF SCIENCE IN ENGINEERING SYSTEMS	M	Masters
MASTER OF SCIENCE IN ENGINEERING TECHNOLOGY	M	Masters
MASTER OF SCIENCE IN ENGINEERING(AERO & ASTRONAUTICS)	M	Masters
MASTER OF SCIENCE IN ENGINEERING(ENGINEERING-BIOENGINEERING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING(ENGINEERING-CIVIL)	M	Masters
MASTER OF SCIENCE IN ENGINEERING(ENGINEERING-MECHANICAL ENGR	M	Masters
MASTER OF SCIENCE IN ENGINEERING(ENGINEERING-MECHANICAL)	M	Masters
MASTER OF SCIENCE IN ENGINEERING(ENGR-BIOENGINEERING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING(ENGR-INTERENGINEERING)	M	Masters
MASTER OF SCIENCE IN ENGINEERING(INTER ENGR)	M	Masters
MASTER OF SCIENCE IN ENGINEERING-(ENGINEERING-BIOENGR)	M	Masters
MASTER OF SCIENCE IN ENGINEERING-CIVIL ENGR	M	Masters
MASTER OF SCIENCE IN ENGINEERING-MECHANICAL E	M	Masters
MASTER OF SCIENCE IN ENGINEERNG	M	Masters
MASTER OF SCIENCE IN ENGLISH	M	Masters
MASTER OF SCIENCE IN ENGNEERING	M	Masters
MASTER OF SCIENCE IN ENGNEERING SCIENCE	M	Masters
MASTER OF SCIENCE IN ENGR	M	Masters
MASTER OF SCIENCE IN ENGR MGT	M	Masters
MASTER OF SCIENCE IN ENGR-CME	M	Masters
MASTER OF SCIENCE IN ENGR.	M	Masters
MASTER OF SCIENCE IN ENTOMOLOGY	M	Masters
MASTER OF SCIENCE IN ENV HLTH	M	Masters
MASTER OF SCIENCE IN ENVIONMENTAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN ENVIRON. MGMT.	M	Masters
MASTER OF SCIENCE IN ENVIRONIC DESIGN	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL                HEALTH ENGINEERING	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL HEALTH	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL HEALTH ENGINEERING	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL HEALTH ENGR.	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL HEALTH SCIENCE	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL HEALTH SCIENCE AND POLICY	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL HEALTH SCIENCES	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL MANAGEMENT	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL POLICY	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL SCIENCE	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL SCIENCE & ENGINEERING	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL SCIENCE AND POLICY	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL SCIENCE POLICY	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL SCIENCES	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL STUDIES	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL SYSTEMS MGMT	M	Masters
MASTER OF SCIENCE IN ENVIRONMENTAL TOXICOLOGY	M	Masters
MASTER OF SCIENCE IN EPIDEMIOLOGY	M	Masters
MASTER OF SCIENCE IN EXCEPTIONAL EDUCATIONAL ADMINISTRATION & SUPERVISION	M	Masters
MASTER OF SCIENCE IN EXECISE AND SPORT SCIENCE	M	Masters
MASTER OF SCIENCE IN EXERCISE & SPORT SCIENCE	M	Masters
MASTER OF SCIENCE IN EXERCISE AND SPORT SCIENCES	M	Masters
MASTER OF SCIENCE IN EXERCISE AND SPORT STUDIES	M	Masters
MASTER OF SCIENCE IN EXERCISE PHYSIOLOGY	M	Masters
MASTER OF SCIENCE IN EXERCISE SCI	M	Masters
MASTER OF SCIENCE IN EXERCISE SCIENCE	M	Masters
MASTER OF SCIENCE IN EXPERIMENTAL PATHOLOGY	M	Masters
MASTER OF SCIENCE IN EXR PHYS	M	Masters
MASTER OF SCIENCE IN FAMILY & CONSUMER SCIENCE	M	Masters
MASTER OF SCIENCE IN FAMILY AND CHILD DEVELOPMENT	M	Masters
MASTER OF SCIENCE IN FAMILY AND CONSUMER SCIENCES	M	Masters
MASTER OF SCIENCE IN FAMILY SCIENCES	M	Masters
MASTER OF SCIENCE IN FAMILY STUDIES	M	Masters
MASTER OF SCIENCE IN FAMILY STUDIES AND HUMAN SERVICES	M	Masters
MASTER OF SCIENCE IN FINANCE	M	Masters
MASTER OF SCIENCE IN FOOD AND NUTRITION SCIENCES	M	Masters
MASTER OF SCIENCE IN FOOD SCIENCE	M	Masters
MASTER OF SCIENCE IN FOOD SCIENCE & TECH	M	Masters
MASTER OF SCIENCE IN FOOD SCIENCE AND TECHNOLOGY	M	Masters
MASTER OF SCIENCE IN FOREIGN SERVICE	M	Masters
MASTER OF SCIENCE IN FORENSIC MEDICINE	M	Masters
MASTER OF SCIENCE IN FORENSIC SCIENCE	M	Masters
MASTER OF SCIENCE IN FOREST AND RANGE MANAGEMENT	M	Masters
MASTER OF SCIENCE IN FORESTRY	M	Masters
MASTER OF SCIENCE IN FORSCI	M	Masters
MASTER OF SCIENCE IN FOUNDATIONS OF EDUCATION	M	Masters
MASTER OF SCIENCE IN FROENSIC SCIENCE	M	Masters
MASTER OF SCIENCE IN GENERAL STUDIES	M	Masters
MASTER OF SCIENCE IN GENETIC COUNSELING	M	Masters
MASTER OF SCIENCE IN GENETIC EPIDEMIOLOGY	M	Masters
MASTER OF SCIENCE IN GENETICS	M	Masters
MASTER OF SCIENCE IN GENETICS AND CELL BIOLOGY	M	Masters
MASTER OF SCIENCE IN GEOLOGICAL SCIENCES	M	Masters
MASTER OF SCIENCE IN GEOLOGY	M	Masters
MASTER OF SCIENCE IN GLOBAL MANAGEMENT	M	Masters
MASTER OF SCIENCE IN GLOBAL SUPPLY CHAIN MANAGEMENT	M	Masters
MASTER OF SCIENCE IN GLOBAL SUPPLY CHAIN MGMT	M	Masters
MASTER OF SCIENCE IN GOBAL FINANCE	M	Masters
MASTER OF SCIENCE IN GUIDANCE	M	Masters
MASTER OF SCIENCE IN HAZARDOUS WASTE MANAGEMENT	M	Masters
MASTER OF SCIENCE IN HEALTH	M	Masters
MASTER OF SCIENCE IN HEALTH                       SERVICES ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN HEALTH & PHYSICAL EDUCATION	M	Masters
MASTER OF SCIENCE IN HEALTH & SAFETY	M	Masters
MASTER OF SCIENCE IN HEALTH ADMIN.	M	Masters
MASTER OF SCIENCE IN HEALTH ADMINIS	M	Masters
MASTER OF SCIENCE IN HEALTH ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN HEALTH AND HUMAN SERVICES	M	Masters
MASTER OF SCIENCE IN HEALTH CARE ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN HEALTH CARE MANAGEMENT	M	Masters
MASTER OF SCIENCE IN HEALTH EDUCATION	M	Masters
MASTER OF SCIENCE IN HEALTH EDUCATION/PROMOTION	M	Masters
MASTER OF SCIENCE IN HEALTH INFORMATICS	M	Masters
MASTER OF SCIENCE IN HEALTH PHYSICS	M	Masters
MASTER OF SCIENCE IN HEALTH PROFESSIONS	M	Masters
MASTER OF SCIENCE IN HEALTH PROFESSIONS EDUCATION	M	Masters
MASTER OF SCIENCE IN HEALTH PROMOTION	M	Masters
MASTER OF SCIENCE IN HEALTH SCIENCE	M	Masters
MASTER OF SCIENCE IN HEALTH SCIENCE EDUCATION	M	Masters
MASTER OF SCIENCE IN HEALTH SCIENCES	M	Masters
MASTER OF SCIENCE IN HEALTH SCIENCES/MASTER OF BUSINESS ADMINISTRATION DUAL DEGR	M	Masters
MASTER OF SCIENCE IN HEALTH SERVICES	M	Masters
MASTER OF SCIENCE IN HEALTH SERVICES ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN HEALTH SYSTEMS	M	Masters
MASTER OF SCIENCE IN HEALTH/HOSPITAL ADM	M	Masters
MASTER OF SCIENCE IN HEALTHCARE ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN HIGHER EDUCATION ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN HIST. PRESERV.	M	Masters
MASTER OF SCIENCE IN HISTORIC PRESERVATION	M	Masters
MASTER OF SCIENCE IN HLTH POL RSRCH	M	Masters
MASTER OF SCIENCE IN HOME ECONOMICS	M	Masters
MASTER OF SCIENCE IN HOME ECONOMICS   (DELETE)	M	Masters
MASTER OF SCIENCE IN HOME EDUCATION	M	Masters
MASTER OF SCIENCE IN HORTICULTURE	M	Masters
MASTER OF SCIENCE IN HOSPICE	M	Masters
MASTER OF SCIENCE IN HOSPICE AND PALLIATIVE STUDIES	M	Masters
MASTER OF SCIENCE IN HOSPICE EDUCATION	M	Masters
MASTER OF SCIENCE IN HOSPITAL                     DIETARY ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN HOSPITAL & HEALTH	M	Masters
MASTER OF SCIENCE IN HOSPITAL & HEALTH ADMINSTRA.	M	Masters
MASTER OF SCIENCE IN HOSPITAL ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN HOSPITAL AND HEALTH ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN HOSPITAL PHARMACY	M	Masters
MASTER OF SCIENCE IN HOSPITALITY AND TOURISM MANAGEMENT	M	Masters
MASTER OF SCIENCE IN HOSPITALITY TOURSIM AND MANAGEMENT	M	Masters
MASTER OF SCIENCE IN HOTEL ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN HOTEL AND FOOD SERVICE MGT	M	Masters
MASTER OF SCIENCE IN HUM CTR DES & ENGR (GLOBAL TECH & COM)	M	Masters
MASTER OF SCIENCE IN HUM CTR DES & ENGR (USER-CENTERED DES)	M	Masters
MASTER OF SCIENCE IN HUMAN AND CONSUMER SCIENCES	M	Masters
MASTER OF SCIENCE IN HUMAN CENTER DESIGN AND ENGINEERING	M	Masters
MASTER OF SCIENCE IN HUMAN CENTERED DESIGN AND ENGINEERING	M	Masters
MASTER OF SCIENCE IN HUMAN COMPUTER INTERACTION	M	Masters
MASTER OF SCIENCE IN HUMAN DEVELOPMENT AND FAMILY STUDIES	M	Masters
MASTER OF SCIENCE IN HUMAN ECOLOGY	M	Masters
MASTER OF SCIENCE IN HUMAN ENVIROMENTAL SCIENCES	M	Masters
MASTER OF SCIENCE IN HUMAN ENVIRON SCIENCES	M	Masters
MASTER OF SCIENCE IN HUMAN ENVIRONMENTAL SCIENCE	M	Masters
MASTER OF SCIENCE IN HUMAN ENVIRONMENTAL SCIENCES	M	Masters
MASTER OF SCIENCE IN HUMAN MOVEMENT	M	Masters
MASTER OF SCIENCE IN HUMAN NUTRITION	M	Masters
MASTER OF SCIENCE IN HUMAN RES	M	Masters
MASTER OF SCIENCE IN HUMAN RESOURCE	M	Masters
MASTER OF SCIENCE IN HUMAN RESOURCE & INDUSTRIAL RELATIONS	M	Masters
MASTER OF SCIENCE IN HUMAN RESOURCE MANAGEMENT	M	Masters
MASTER OF SCIENCE IN HUMAN RESOURCES	M	Masters
MASTER OF SCIENCE IN HUMAN RESOURCES MANAGEMENT	M	Masters
MASTER OF SCIENCE IN HUMAN RESSOURCES MANAGMENT	M	Masters
MASTER OF SCIENCE IN HUMAN SCI	M	Masters
MASTER OF SCIENCE IN HUMAN SERVICES	M	Masters
MASTER OF SCIENCE IN HUMAN SERVICES ADMIN	M	Masters
MASTER OF SCIENCE IN HUMAN SERVICES ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN HYDROLOGY	M	Masters
MASTER OF SCIENCE IN HYGEINE	M	Masters
MASTER OF SCIENCE IN HYGIENE	M	Masters
MASTER OF SCIENCE IN HYROGEOLOGY	M	Masters
MASTER OF SCIENCE IN I/O PSYCHOLOGY	M	Masters
MASTER OF SCIENCE IN IN'L EC	M	Masters
MASTER OF SCIENCE IN IND REL	M	Masters
MASTER OF SCIENCE IN INDUSTIAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN INDUSTRAIL ENGINEERING	M	Masters
MASTER OF SCIENCE IN INDUSTRIAL & LABOR RELATIONS	M	Masters
MASTER OF SCIENCE IN INDUSTRIAL ADMIN	M	Masters
MASTER OF SCIENCE IN INDUSTRIAL ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN INDUSTRIAL AND LABOR RELATIONS	M	Masters
MASTER OF SCIENCE IN INDUSTRIAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN INDUSTRIAL LABOR RELATION	M	Masters
MASTER OF SCIENCE IN INDUSTRIAL MANAGEMENT	M	Masters
MASTER OF SCIENCE IN INDUSTRIAL REALTIONS	M	Masters
MASTER OF SCIENCE IN INDUSTRIAL RELATIONS	M	Masters
MASTER OF SCIENCE IN INDUSTRIAL RELATONS	M	Masters
MASTER OF SCIENCE IN INDUSTRIAL TECHNOLOGY	M	Masters
MASTER OF SCIENCE IN INFANT MENTAL HEALTH	M	Masters
MASTER OF SCIENCE IN INFO SYS	M	Masters
MASTER OF SCIENCE IN INFO SYST	M	Masters
MASTER OF SCIENCE IN INFO TECH	M	Masters
MASTER OF SCIENCE IN INFO TECH MANAGEMENT	M	Masters
MASTER OF SCIENCE IN INFOMATION SYSTEM TECHNOLOGY	M	Masters
MASTER OF SCIENCE IN INFORMATICS	M	Masters
MASTER OF SCIENCE IN INFORMATION	M	Masters
MASTER OF SCIENCE IN INFORMATION & COMPUTER SCIENCE	M	Masters
MASTER OF SCIENCE IN INFORMATION & TELECOMMUNICATIONS SYSTERMS FOR BUSINESS	M	Masters
MASTER OF SCIENCE IN INFORMATION AND BIOENGINEERING	M	Masters
MASTER OF SCIENCE IN INFORMATION AND COMPUTER SCIENCE	M	Masters
MASTER OF SCIENCE IN INFORMATION AND COMPUTER SCIENCES	M	Masters
MASTER OF SCIENCE IN INFORMATION AND LIBRARY SCIENCE	M	Masters
MASTER OF SCIENCE IN INFORMATION ASSURANCE	M	Masters
MASTER OF SCIENCE IN INFORMATION ENGINEERING	M	Masters
MASTER OF SCIENCE IN INFORMATION ENGINEERING MANAGEMENT	M	Masters
MASTER OF SCIENCE IN INFORMATION MANAGEMENT	M	Masters
MASTER OF SCIENCE IN INFORMATION SCIENCE	M	Masters
MASTER OF SCIENCE IN INFORMATION SCIENCES	M	Masters
MASTER OF SCIENCE IN INFORMATION STUDIES	M	Masters
MASTER OF SCIENCE IN INFORMATION SY	M	Masters
MASTER OF SCIENCE IN INFORMATION SYSTEM	M	Masters
MASTER OF SCIENCE IN INFORMATION SYSTEM TECHONOLOGY	M	Masters
MASTER OF SCIENCE IN INFORMATION SYSTEMS	M	Masters
MASTER OF SCIENCE IN INFORMATION SYSTEMS / BACHELOR OF ARTS IN DATA PROCESSING	M	Masters
MASTER OF SCIENCE IN INFORMATION SYSTEMS TECHNOLOGY	M	Masters
MASTER OF SCIENCE IN INFORMATION TECHNOLOFY	M	Masters
MASTER OF SCIENCE IN INFORMATION TECHNOLOGY	M	Masters
MASTER OF SCIENCE IN INFORMATION TECHNOLOGY AND PRIVACY LAW	M	Masters
MASTER OF SCIENCE IN INFORMATION TECHNOLOGY MANAGEMENT	M	Masters
MASTER OF SCIENCE IN INFORMATION TECHNOLOGY MGMT.	M	Masters
"MASTER OF SCIENCE IN INFORMATION, RISK, AND OPERATIONS MANAGEMENT"	M	Masters
MASTER OF SCIENCE IN INSURANCE	M	Masters
MASTER OF SCIENCE IN INTEGRATED MARKETING	M	Masters
MASTER OF SCIENCE IN INTEGRATED MARKETING COMMNUNICATIONS	M	Masters
MASTER OF SCIENCE IN INTEGRATED MARKETING COMMUNICATION	M	Masters
MASTER OF SCIENCE IN INTEGRATED MARKETING COMMUNICATIONS	M	Masters
MASTER OF SCIENCE IN INTEGRATED MARKETNG COMMUNICATIONS	M	Masters
MASTER OF SCIENCE IN INTELLECTUAL PROPERTY LAW	M	Masters
MASTER OF SCIENCE IN INTERDICIPLINARY SCIENCE	M	Masters
MASTER OF SCIENCE IN INTERDISCIPLINARY GERONTOLOGY	M	Masters
MASTER OF SCIENCE IN INTERDISCIPLINARY SCIENCE	M	Masters
MASTER OF SCIENCE IN INTERDISCIPLINARY STUDIES	M	Masters
MASTER OF SCIENCE IN INTERGRATED MARKETING	M	Masters
MASTER OF SCIENCE IN INTERGRATED MARKETING COMMUNICATION	M	Masters
MASTER OF SCIENCE IN INTERGRATED MARKETING COMMUNICATIONS	M	Masters
MASTER OF SCIENCE IN INTERIOR ARCHITECTURE	M	Masters
"MASTER OF SCIENCE IN INTERIOR DESIGN, MERCHANDISING AND TEXTILES"	M	Masters
MASTER OF SCIENCE IN INTERNATIONAL AFFAIRS	M	Masters
MASTER OF SCIENCE IN INTERNATIONAL BUSINESS	M	Masters
MASTER OF SCIENCE IN INTERNATIONAL MANAGEMENT	M	Masters
MASTER OF SCIENCE IN INTERNATIONAL RELATIONS	M	Masters
MASTER OF SCIENCE IN INTERNET ENGINEERING	M	Masters
MASTER OF SCIENCE IN INTERNET STRATEGY MANAGEMENT	M	Masters
MASTER OF SCIENCE IN INUDSTRIAL ENGINEERING	M	Masters
MASTER OF SCIENCE IN IT	M	Masters
MASTER OF SCIENCE IN IT MANGMT	M	Masters
MASTER OF SCIENCE IN IT MGMT	M	Masters
MASTER OF SCIENCE IN JOUNALISM	M	Masters
MASTER OF SCIENCE IN JOUNARLISM	M	Masters
MASTER OF SCIENCE IN JOUNRALISM	M	Masters
MASTER OF SCIENCE IN JOURNALIEM	M	Masters
MASTER OF SCIENCE IN JOURNALISM	M	Masters
MASTER OF SCIENCE IN JOURNLAISM	M	Masters
MASTER OF SCIENCE IN JOURNLISM	M	Masters
MASTER OF SCIENCE IN JUDICIAL ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN JURIS PRUDENCE	M	Masters
MASTER OF SCIENCE IN JURISPRUDENCE	M	Masters
MASTER OF SCIENCE IN JURNALISM	M	Masters
MASTER OF SCIENCE IN JUSTICE AND PUBLIC SAFETY	M	Masters
MASTER OF SCIENCE IN KINESIOL	M	Masters
MASTER OF SCIENCE IN KINESIOLOGY	M	Masters
MASTER OF SCIENCE IN KINESIOLOGY AND WELLNESS	M	Masters
MASTER OF SCIENCE IN LABOR STUDIES	M	Masters
MASTER OF SCIENCE IN LANDSCAPE ARCHITECTURE	M	Masters
MASTER OF SCIENCE IN LEADERSHIP	M	Masters
MASTER OF SCIENCE IN LEARNING & ORGANIZATIONAL CHANGE	M	Masters
MASTER OF SCIENCE IN LEGAL ADMINISTRATION	M	Masters
MASTER OF SCIENCE IN LIBERAL ARTS	M	Masters
MASTER OF SCIENCE IN LIBRARIANSHIP	M	Masters
MASTER OF SCIENCE IN LIBRARY AND INFORMATION SCIENCE	M	Masters
MASTER OF SCIENCE IN LIBRARY SCIENCE	M	Masters
MASTER OF SCIENCE IN LIBRARY SCIENCES	M	Masters
MASTER OF SCIENCE IN LIBRARY SERVICE	M	Masters
MASTER OF SCIENCE IN LIBRARY STUDIES	M	Masters
MASTER OF SCIENCE IN LIFE SCIE	M	Masters
MASTER OF SCIENCE IN LIFE SCIENCES	M	Masters
MASTER OF SCIENCE IN LIMNOLOGY	M	Masters
MASTER OF SCIENCE IN LOGISTICS	M	Masters
MASTER OF SCIENCE IN LOGISTICS MANAGEMENT	M	Masters
MASTER OF SCIENCE IN M S AND ENGINEERING (CERAMIC ENGR)	M	Masters
MASTER OF SCIENCE IN MANAGEMEN	M	Masters
MASTER OF SCIENCE IN MANAGEMENT	M	Masters
MASTER OF SCIENCE IN MANAGEMENT AND ADMINISTRATION SCIENCES	M	Masters
MASTER OF SCIENCE IN MANAGEMENT ENGINEERING	M	Masters
MASTER OF SCIENCE IN MANAGEMENT INFORMATION SYS	M	Masters
MASTER OF SCIENCE IN MANAGEMENT INFORMATION SYSTEM	M	Masters
MASTER OF SCIENCE IN MANAGEMENT INFORMATION SYSTEMS	M	Masters
MASTER OF SCIENCE IN MANAGEMENT INFORMATION TECH	M	Masters
MASTER OF SCIENCE IN MANAGEMENT OF TECHNOLOGY	M	Masters
